Customer ID,Name,Address,Email,Phone Number,Date of Birth,Social-Security-Number,Account-Number,Transaction-history,Financial-Information,Cookies,IP-Address,Device-Information,Country,Age,Gender
357622,1,1,1,1,1,1,1,1,1,0,0,0,France,30,female
505947,1,1,1,1,1,1,1,1,1,0,0,1,India,63,female
384448,1,0,0,0,0,0,0,0,1,1,1,1,India,47,female
115522,1,1,1,1,1,1,1,1,1,0,1,0,Australia,31,male
803841,1,1,1,1,1,1,1,1,1,1,1,1,Australia,28,female
948681,1,1,1,1,1,1,1,1,1,1,1,0,Canada,49,female
751135,0,0,0,0,0,0,0,0,1,0,0,1,France,64,female
600087,0,0,0,0,0,0,0,1,1,0,1,0,USA,50,female
762259,1,1,1,1,1,1,1,1,1,0,0,0,India,72,female
168919,0,1,1,1,0,1,0,0,1,1,1,0,USA,32,male
113809,1,1,1,1,1,1,1,1,1,1,0,1,UK,22,male
362201,1,1,1,1,1,1,1,1,1,0,1,1,Australia,34,male
609506,0,1,1,0,1,0,1,1,1,0,0,1,Germany,40,female
713500,1,1,1,1,1,1,1,1,1,0,0,0,Australia,48,female
697576,0,1,0,0,0,1,0,0,1,0,1,0,UK,67,male
726830,1,0,1,0,0,0,1,0,1,0,0,0,Japan,18,male
630420,1,1,0,1,1,1,1,1,1,1,1,1,Canada,36,male
161332,0,0,0,0,0,0,0,0,1,1,1,1,India,42,male
234097,1,1,1,1,1,1,1,1,1,1,0,1,USA,56,female
599490,0,0,1,0,1,1,1,1,1,0,0,0,Australia,20,female
279307,0,1,1,0,0,1,1,1,1,0,1,0,Japan,42,male
910944,0,0,1,0,0,0,0,0,1,0,1,1,Canada,19,male
915670,1,1,1,1,1,1,1,1,1,1,0,0,UK,56,female
131005,1,1,1,1,1,1,1,1,1,1,1,1,Brazil,27,male
538108,0,1,0,1,0,1,0,0,1,1,1,0,China,72,male
253473,0,0,0,1,0,0,0,0,1,0,1,0,Japan,70,female
143946,1,0,1,1,1,0,1,1,1,1,1,1,Canada,66,female
523247,0,1,0,1,1,0,1,1,1,1,0,0,Australia,73,male
792220,1,1,1,1,1,1,1,1,1,1,0,0,Japan,63,male
773601,0,0,0,0,0,0,0,0,1,0,1,1,Brazil,21,female
381525,1,0,1,0,0,0,0,0,1,1,1,1,China,30,male
829930,0,0,1,0,0,0,0,0,1,0,1,0,Canada,71,male
962410,1,1,1,0,1,1,0,1,1,0,0,0,Brazil,58,female
285370,0,1,1,0,0,0,0,1,1,1,1,1,India,40,male
646385,0,1,0,0,0,0,0,1,1,1,0,1,Australia,19,female
798614,0,1,1,1,0,0,1,1,1,0,1,0,Brazil,64,male
579344,1,1,1,1,1,1,1,1,1,0,1,1,USA,53,male
517411,1,1,1,1,1,1,1,1,1,1,1,0,Germany,71,male
868663,1,1,1,1,1,1,1,1,1,0,1,0,UK,61,female
789119,0,0,0,0,0,0,0,0,1,1,0,1,China,55,male
773035,0,1,1,0,0,0,0,0,1,1,0,1,UK,39,female
368388,1,1,1,1,1,1,1,1,1,1,0,1,USA,56,male
685379,0,0,1,0,0,0,0,0,1,0,1,0,UK,36,male
507934,0,0,0,0,0,0,0,0,1,0,1,0,Brazil,60,female
640756,0,0,1,0,0,0,0,1,1,1,1,1,Germany,45,female
332466,0,0,0,0,0,0,0,0,1,0,0,0,Japan,53,female
217422,1,1,1,1,1,1,1,1,1,1,1,0,Australia,70,female
788993,0,0,0,0,0,0,0,1,1,0,0,0,Brazil,32,male
944758,1,1,0,1,1,1,1,1,1,1,0,1,India,62,female
337719,1,1,1,1,1,1,1,1,1,0,1,1,Japan,58,female
177935,1,0,1,1,1,0,0,0,1,0,1,1,India,62,male
515523,1,1,1,1,1,1,1,1,1,1,0,0,France,63,male
460051,1,0,1,1,0,1,1,1,1,0,0,1,France,52,female
946091,1,0,0,0,0,0,0,0,1,1,0,1,Germany,29,female
612430,1,1,0,1,0,1,0,1,1,1,0,0,Australia,50,male
396307,1,0,0,1,1,1,1,1,1,1,1,1,Japan,36,male
750255,1,1,1,1,1,1,1,1,1,0,1,1,Japan,53,male
278010,0,1,1,1,1,1,1,0,1,0,1,0,India,22,male
592088,1,1,1,1,1,0,1,1,1,1,1,1,UK,21,female
107965,0,1,0,0,1,1,0,0,1,0,0,0,Brazil,49,female
975463,1,1,1,1,1,1,0,1,1,0,0,0,China,35,male
982430,1,1,1,1,1,1,1,1,1,0,1,0,China,36,male
477136,0,1,0,0,0,0,1,0,1,1,0,0,UK,44,female
899056,1,0,1,0,0,0,0,0,1,0,1,1,Japan,49,female
485976,1,1,0,0,0,1,1,0,1,0,0,0,USA,39,female
315098,1,1,0,1,0,1,0,0,1,0,0,1,Canada,63,female
352583,0,1,1,0,1,0,0,1,1,0,1,1,Japan,66,female
450389,0,1,1,0,0,0,1,0,1,0,1,1,Canada,42,male
603495,1,0,0,0,1,1,0,0,1,0,0,0,France,72,male
907953,0,1,1,1,0,0,1,1,1,1,0,1,USA,46,female
235482,1,1,1,0,1,1,0,0,1,1,1,1,Australia,44,male
530275,0,1,0,1,0,1,1,0,1,0,0,1,China,22,female
964388,1,1,1,1,1,1,1,1,1,0,0,1,Canada,67,female
794059,0,0,0,0,0,1,0,0,1,0,0,1,China,42,female
874126,0,0,0,0,0,1,0,0,1,0,0,1,China,65,male
597570,0,0,0,0,0,0,0,0,1,0,0,1,China,42,male
340100,1,1,0,1,1,0,1,0,1,1,1,0,Brazil,65,male
141293,1,0,0,1,0,1,0,0,1,0,0,0,UK,32,female
239466,1,1,1,1,1,1,0,0,1,1,0,1,Germany,31,female
281982,0,0,0,0,0,0,0,0,1,1,1,1,France,28,male
407924,0,0,0,1,0,1,0,1,1,0,0,1,Germany,68,female
185167,0,0,0,0,0,0,0,0,1,1,0,0,China,45,male
305471,1,1,1,1,1,1,1,1,1,0,0,0,Japan,21,male
965218,1,0,1,1,0,1,1,0,1,0,0,0,Brazil,68,female
995039,0,0,0,0,0,0,0,0,1,1,0,0,Canada,49,male
892455,0,1,1,1,0,0,0,0,1,0,1,1,India,20,female
237624,1,1,1,1,1,1,1,1,1,1,0,1,Brazil,71,female
406617,1,1,1,1,1,0,1,1,1,1,0,0,Brazil,40,male
674374,1,1,1,1,1,1,1,1,1,1,1,1,India,57,female
348910,1,0,0,0,1,0,0,0,1,0,0,0,Germany,41,female
234850,0,0,0,0,0,0,0,1,1,0,0,1,India,55,female
295267,0,0,0,0,1,0,0,0,1,1,0,0,France,49,female
731521,1,1,1,1,1,1,1,1,1,0,1,1,Brazil,34,female
815496,1,0,1,0,0,1,0,1,1,1,0,0,China,35,female
925169,0,0,1,1,0,1,1,0,1,0,0,1,Japan,51,female
711171,0,0,0,0,0,0,0,0,1,0,0,1,Australia,58,male
473320,1,1,1,0,0,1,1,1,1,1,1,0,UK,70,male
398609,1,1,1,1,1,1,0,1,1,0,1,0,Germany,62,female
319897,1,0,0,0,1,1,1,0,1,0,0,0,Germany,34,female
789936,1,1,1,1,1,1,1,1,1,0,0,1,Germany,50,female
152066,0,1,0,0,0,0,1,0,1,0,0,1,Germany,39,male
637184,1,1,1,1,1,1,1,1,1,0,0,1,China,22,female
877765,1,0,0,1,0,0,0,0,1,0,1,0,Australia,27,male
328977,0,0,1,0,0,0,0,0,1,0,1,1,France,50,male
153718,0,0,0,1,0,0,0,0,1,1,0,0,Japan,61,male
128183,1,1,1,1,1,1,1,1,1,0,1,0,China,70,male
677502,1,1,1,1,1,1,1,1,1,1,0,0,China,30,female
353353,1,1,1,0,1,1,1,1,1,1,0,1,China,23,female
156938,1,1,1,1,1,1,1,1,1,1,0,1,Australia,21,male
662322,0,0,0,0,0,0,0,1,1,0,0,1,Japan,30,female
256625,1,0,1,0,1,1,1,1,1,0,0,0,UK,66,male
526039,0,0,0,0,0,0,0,0,1,0,0,1,USA,62,female
272306,1,1,1,1,1,1,1,1,1,1,0,1,France,65,female
984270,0,1,1,1,1,1,1,1,1,1,0,1,USA,51,male
605258,1,0,0,0,0,0,0,1,1,1,0,0,Germany,61,female
245419,1,1,0,1,1,1,1,1,1,0,1,0,India,62,male
316843,1,1,1,1,1,1,1,1,1,0,1,1,France,53,female
395014,1,0,0,1,1,0,1,1,1,0,1,0,Japan,19,female
351261,1,0,1,1,0,1,0,0,1,1,0,0,China,62,male
842763,1,1,1,1,1,1,1,1,1,1,1,0,Brazil,68,female
973783,1,1,0,1,1,1,1,1,1,0,1,0,Japan,45,female
101431,0,0,0,0,0,0,1,0,1,1,1,1,Canada,45,male
744186,1,1,1,1,1,1,1,1,1,0,0,0,India,59,male
807879,1,1,1,1,1,1,1,1,1,1,0,1,France,60,male
588107,0,0,0,0,1,1,1,0,1,1,0,1,Canada,63,female
638175,1,1,1,1,1,1,1,1,1,1,0,0,USA,29,female
540687,1,1,1,0,0,1,1,1,1,0,1,1,Germany,63,male
422159,1,0,0,0,0,1,1,0,1,0,0,0,Japan,50,male
647811,0,0,1,0,0,0,0,0,1,0,1,0,China,26,female
908354,1,1,1,1,1,1,1,1,1,1,1,0,Brazil,28,male
499489,0,0,0,0,0,1,0,0,1,0,0,1,Australia,45,male
172646,0,1,1,1,1,1,1,1,1,0,1,0,Australia,22,male
598284,1,1,0,1,1,1,1,0,1,0,1,0,Brazil,46,male
909865,1,1,1,0,1,0,1,0,1,1,1,0,Australia,25,female
867477,1,1,1,1,1,1,1,1,1,0,0,1,UK,23,male
225586,0,1,0,0,0,0,0,1,1,1,0,1,Brazil,22,male
795499,1,1,0,1,1,1,1,0,1,1,1,0,UK,75,male
941237,1,0,0,0,0,0,1,1,1,0,1,1,Canada,73,female
639403,1,1,1,1,1,0,1,0,1,0,1,1,Brazil,22,male
521755,1,1,1,1,1,1,1,1,1,0,1,1,Canada,22,male
622347,1,0,0,0,0,1,0,0,1,1,0,0,UK,71,male
383832,0,0,0,0,1,1,1,1,1,1,1,1,UK,22,female
794490,0,0,0,0,0,1,0,0,1,0,1,0,USA,50,female
514441,1,1,1,1,1,1,1,1,1,1,0,1,Australia,65,female
774399,1,1,1,1,1,1,1,1,1,0,0,0,Germany,38,male
578606,1,0,1,1,1,1,1,0,1,0,0,1,UK,34,female
568362,0,0,0,0,0,0,0,0,1,1,1,0,Brazil,36,female
628574,1,1,1,1,1,1,1,1,1,1,0,1,France,57,female
522253,1,1,1,1,1,1,1,1,1,0,0,1,UK,69,female
533080,0,1,0,0,1,0,0,0,1,0,0,0,UK,20,male
791616,1,1,0,0,1,1,0,0,1,1,0,1,India,28,male
522178,1,1,1,1,1,1,1,1,1,1,0,0,Japan,51,female
595726,0,0,0,0,0,0,0,0,1,1,1,1,France,30,female
964148,1,1,0,1,1,1,1,1,1,0,0,0,Canada,24,male
816844,1,0,1,0,1,0,0,1,1,0,1,1,India,52,female
945863,1,1,1,1,1,1,1,1,1,0,1,1,Brazil,30,male
828838,1,1,1,1,1,0,0,1,1,1,1,0,Brazil,58,female
217358,1,1,0,1,1,1,1,1,1,1,1,0,Germany,49,male
666861,1,1,1,1,1,1,1,1,1,0,1,0,USA,74,male
902023,0,0,0,0,1,1,1,0,1,0,1,1,Brazil,65,male
703115,1,0,1,1,1,0,1,1,1,1,0,1,India,20,female
177256,0,0,0,0,0,0,0,0,1,1,1,0,Australia,25,female
480541,1,1,0,1,0,1,0,1,1,0,0,0,Australia,43,male
668040,1,1,1,1,1,1,1,1,1,0,1,0,Germany,65,male
197962,0,0,0,1,0,0,0,0,1,1,1,0,UK,22,male
617939,1,1,1,1,1,1,1,1,1,1,0,1,Germany,63,female
136830,0,0,0,0,0,0,0,0,1,0,1,0,Australia,38,male
898761,1,1,1,1,1,1,1,1,1,0,0,1,Japan,55,male
573792,1,1,1,1,0,0,0,0,1,0,0,1,UK,37,female
122149,0,0,0,0,0,0,0,0,1,0,1,0,Brazil,24,male
641695,1,0,0,0,1,1,1,1,1,0,0,0,China,30,female
471154,0,1,1,0,0,0,0,0,1,0,1,0,Brazil,49,female
703563,1,0,0,0,1,0,0,0,1,0,1,1,Japan,21,female
563845,0,0,0,0,0,1,1,0,1,0,0,1,Brazil,48,female
841235,1,0,0,1,0,0,0,0,1,0,0,0,UK,30,male
359201,1,1,1,1,1,1,1,1,1,0,0,1,UK,65,male
145517,0,0,0,0,1,0,0,0,1,1,0,0,Australia,31,female
917290,0,0,0,1,1,0,1,1,1,1,0,1,France,61,female
542081,1,1,1,1,1,1,1,1,1,1,0,1,UK,53,female
516222,1,1,0,0,0,0,0,0,1,1,1,0,Germany,70,female
784434,1,1,1,1,1,1,1,0,1,0,0,1,UK,55,female
392480,1,1,1,1,1,1,1,1,1,1,1,0,USA,66,female
625764,0,1,1,0,1,1,0,0,1,1,1,0,Canada,25,female
463256,1,1,1,1,1,0,0,1,1,1,1,1,Australia,68,female
156350,0,0,1,1,1,1,1,0,1,1,0,0,Canada,64,male
732278,1,1,1,1,1,1,1,1,1,0,0,1,France,37,female
759039,0,0,1,0,0,0,0,1,1,0,0,0,Australia,46,male
472658,0,0,0,0,0,0,0,0,1,0,1,1,Australia,73,male
340603,1,1,1,1,1,1,1,1,1,1,0,1,Australia,23,male
312346,1,1,1,1,1,1,1,1,1,1,1,1,Canada,34,male
669581,1,0,0,1,0,0,1,0,1,1,1,0,UK,73,male
324453,1,1,0,0,1,1,1,1,1,1,1,0,Germany,65,female
136982,0,0,0,0,1,1,1,1,1,1,1,0,Brazil,57,female
104691,0,0,0,0,0,0,0,0,1,0,0,1,China,48,male
481665,0,1,1,0,1,0,0,1,1,0,0,0,USA,48,male
215192,1,1,0,1,1,1,1,1,1,1,1,0,Germany,39,male
340095,0,1,1,1,1,1,1,1,1,1,0,1,UK,72,female
867065,0,0,1,1,1,0,1,0,1,1,0,0,France,56,male
249861,1,1,1,1,1,1,1,1,1,1,1,1,Brazil,20,male
637646,0,0,1,0,1,0,0,0,1,0,1,0,UK,58,male
181100,1,1,1,1,1,1,1,1,1,1,0,1,Brazil,73,female
945791,1,1,1,0,1,0,1,0,1,0,1,1,Germany,21,male
342490,0,0,0,0,1,1,1,0,1,0,0,1,France,26,female
856819,1,1,1,1,0,0,1,1,1,0,0,0,Japan,59,male
704443,0,0,0,0,0,0,0,0,1,0,1,0,France,65,female
733766,0,1,0,0,0,1,0,0,1,0,0,0,Brazil,57,male
123924,0,0,0,0,0,0,0,0,1,0,1,0,France,40,male
748058,0,0,0,0,0,0,0,0,1,1,0,1,Germany,59,female
263694,1,1,1,1,1,1,1,1,1,0,0,1,France,42,female
201948,0,0,0,1,0,1,1,0,1,1,0,1,Germany,50,male
467913,0,0,0,0,0,0,0,0,1,1,1,0,China,71,male
842703,0,1,0,0,0,1,1,1,1,1,0,0,Canada,51,male
841413,1,1,1,1,1,1,1,1,1,0,1,0,Brazil,68,female
756244,0,1,0,0,1,1,1,0,1,0,1,1,USA,48,male
581299,1,1,1,1,1,1,1,1,1,0,0,0,Australia,27,male
571926,1,0,1,1,1,1,1,0,1,0,1,0,Germany,62,male
314999,1,0,1,1,1,0,1,1,1,1,0,1,USA,53,male
550630,0,0,0,0,0,0,0,0,1,1,1,1,China,19,female
731296,1,1,1,1,1,0,0,0,1,0,0,0,Germany,58,male
188633,1,1,1,1,1,0,1,1,1,0,1,1,France,25,female
939122,1,1,1,0,1,1,1,1,1,1,0,0,Japan,75,female
168974,0,1,1,1,1,1,0,1,1,0,0,0,China,29,female
692089,0,1,1,0,0,1,1,0,1,1,1,0,France,55,male
311534,1,1,1,1,1,1,1,1,1,0,0,0,France,51,female
438007,1,1,1,1,1,1,1,1,1,1,1,1,India,71,female
682645,1,1,0,1,1,1,1,0,1,0,1,1,Brazil,37,male
773844,1,1,1,1,1,1,1,1,1,1,1,1,Canada,20,male
886352,0,1,1,1,0,0,1,0,1,1,1,0,Brazil,41,male
229890,1,1,1,1,1,1,1,1,1,1,0,0,Canada,36,male
452334,1,1,1,1,1,1,1,1,1,0,1,1,Australia,45,female
266061,1,1,1,1,1,1,1,1,1,0,0,0,Canada,46,female
598817,0,0,0,0,0,0,0,0,1,0,1,0,Japan,74,female
919299,1,1,1,1,1,1,1,1,1,0,1,0,France,36,male
421878,1,1,1,1,1,1,1,1,1,0,0,0,UK,59,male
526027,1,1,1,0,0,1,0,0,1,1,1,1,France,73,female
298968,1,1,1,1,1,1,1,1,1,1,0,1,India,46,male
581976,1,1,1,0,1,0,0,1,1,0,0,0,France,26,male
397030,0,0,0,0,0,0,0,0,1,1,0,1,Canada,20,female
360602,1,1,1,1,1,1,1,1,1,1,0,1,UK,35,female
713434,1,1,1,1,1,1,1,1,1,1,0,1,Canada,51,female
937722,1,1,1,1,1,1,1,1,1,1,1,1,Brazil,40,male
219677,1,1,1,0,1,1,1,1,1,1,0,1,UK,34,female
769341,0,0,0,1,1,0,1,0,1,1,1,1,UK,41,female
465337,0,1,0,0,1,0,0,1,1,1,1,1,UK,57,male
687069,0,0,0,0,0,0,0,0,1,1,0,1,Australia,31,female
421985,1,1,1,1,1,1,1,1,1,0,0,1,India,40,female
471742,1,0,1,1,1,1,1,1,1,0,1,1,China,37,male
500024,0,0,1,1,0,0,1,0,1,1,0,1,USA,70,male
589375,0,1,1,1,0,1,0,0,1,1,0,0,Germany,45,female
987508,1,1,1,1,1,1,1,1,1,1,0,0,Australia,34,female
640045,0,1,0,1,0,1,1,1,1,0,0,0,Japan,34,male
683036,0,0,0,0,0,0,1,0,1,0,0,1,India,49,female
390078,1,1,0,1,1,1,1,1,1,0,0,1,Japan,72,male
530542,1,1,1,0,0,0,0,0,1,0,1,1,Canada,57,female
829784,0,0,1,1,1,0,1,1,1,0,1,0,France,44,male
983716,0,0,1,0,1,1,0,1,1,0,0,1,France,72,female
637535,0,0,0,0,0,0,0,0,1,1,0,1,Japan,64,male
892273,1,0,1,0,1,1,1,1,1,1,1,1,Japan,48,female
622222,0,0,0,0,0,0,0,0,1,0,1,0,Japan,47,female
493051,0,0,0,0,0,0,0,0,1,1,1,0,UK,61,female
586394,1,1,1,1,1,0,1,1,1,0,0,0,China,31,female
996278,0,1,1,1,0,0,0,0,1,1,1,1,France,43,male
375542,0,0,0,0,0,0,0,0,1,1,0,1,Germany,69,female
344470,1,1,1,1,1,1,1,1,1,1,0,0,Australia,24,male
224076,0,1,1,0,1,1,1,1,1,1,0,1,India,68,male
131317,0,1,0,1,0,0,0,1,1,0,1,1,China,63,female
367417,1,0,1,0,1,0,1,1,1,0,0,1,Canada,21,male
557927,0,1,0,0,0,0,0,0,1,1,1,1,Japan,62,female
711391,1,1,1,1,1,1,1,1,1,0,0,0,France,35,male
693009,1,1,0,1,1,1,1,1,1,1,1,1,Germany,66,female
108678,1,1,1,1,1,1,1,1,1,1,1,0,China,65,male
932969,1,1,1,1,0,1,0,0,1,0,0,0,Australia,54,female
256952,0,0,0,0,0,0,0,0,1,1,1,1,Brazil,39,female
161450,1,1,1,1,1,1,1,1,1,0,0,1,Canada,74,male
712961,1,1,1,1,1,1,1,1,1,0,0,1,China,35,male
125173,1,0,1,1,1,1,0,1,1,1,0,1,China,33,female
605483,1,1,1,1,1,1,1,1,1,0,1,1,UK,44,female
787086,1,1,1,1,1,1,1,1,1,1,1,1,Germany,42,male
635944,1,1,1,1,1,1,1,1,1,1,1,0,Germany,55,male
191775,1,1,1,1,1,1,1,1,1,1,0,1,China,74,female
721112,0,0,0,0,0,0,0,0,1,1,0,0,France,58,male
490383,1,0,0,0,0,0,0,0,1,1,1,1,Australia,48,male
329914,0,0,1,0,1,0,1,1,1,0,0,0,Germany,65,male
199615,0,0,0,0,0,0,0,0,1,0,0,1,Canada,21,female
306957,1,1,1,1,1,1,1,1,1,0,0,0,Canada,36,female
281614,1,1,1,1,1,1,1,1,1,0,0,0,France,18,male
640287,0,1,1,1,0,0,0,0,1,1,0,0,Germany,45,female
217616,0,1,1,0,1,0,0,1,1,1,1,0,India,40,female
507467,0,0,0,0,0,0,0,0,1,0,1,0,China,47,male
932765,0,1,1,1,1,1,0,1,1,0,1,0,India,70,male
308144,0,0,0,1,0,0,0,1,1,0,0,0,Germany,47,male
571243,1,1,1,1,1,1,0,1,1,1,0,1,France,23,female
548869,0,0,1,0,0,0,0,1,1,1,0,0,Canada,60,male
667484,1,0,0,1,0,0,0,0,1,0,0,1,Canada,27,male
597873,0,1,0,0,0,0,0,1,1,0,1,1,UK,18,male
983816,0,0,0,0,0,0,0,0,1,1,0,1,China,63,male
249764,0,0,1,0,0,0,1,0,1,0,0,1,USA,63,male
757050,1,1,1,1,1,1,1,1,1,1,1,1,USA,55,female
187165,0,1,1,1,1,0,0,1,1,1,1,1,India,58,female
281256,0,1,1,1,0,1,1,0,1,0,0,0,India,63,female
283603,1,1,1,1,0,1,1,1,1,1,1,1,Brazil,24,male
550030,0,0,0,0,0,0,0,0,1,1,1,1,UK,25,male
967084,0,1,0,0,0,0,1,0,1,1,1,1,UK,70,male
160215,1,1,1,1,1,1,1,1,1,0,0,1,Canada,46,female
382556,1,1,0,0,1,1,1,1,1,1,0,1,USA,33,male
812335,0,1,1,1,1,1,1,1,1,0,1,0,Brazil,57,female
762768,1,1,1,1,1,1,1,1,1,0,1,1,France,37,male
547328,0,1,0,1,0,1,0,1,1,1,1,1,Japan,45,female
306176,1,0,0,1,1,1,0,0,1,0,1,1,USA,69,female
742338,0,1,0,0,0,0,0,0,1,1,1,0,France,51,male
283011,1,0,0,0,0,0,1,0,1,0,0,0,Brazil,54,female
490145,0,1,1,1,1,1,1,0,1,1,1,0,India,72,male
934117,0,0,1,1,1,0,1,0,1,0,0,0,China,64,male
742663,1,0,1,0,0,1,1,1,1,0,1,1,UK,50,male
924453,0,1,0,1,1,0,1,1,1,0,1,1,Australia,70,female
319244,1,1,1,1,1,0,0,1,1,1,0,0,France,44,male
905777,0,0,0,0,1,1,0,0,1,0,0,0,India,40,male
746581,1,1,1,0,1,0,1,1,1,0,0,1,Japan,52,female
444276,1,1,1,1,1,1,1,1,1,0,1,1,Canada,42,male
305626,1,0,0,1,1,1,1,1,1,0,0,1,Germany,46,female
504466,1,0,0,0,0,0,0,0,1,1,1,0,France,47,female
849985,0,0,1,1,0,1,1,0,1,1,1,1,India,41,female
291900,1,1,1,1,1,1,1,1,1,0,1,0,France,56,female
627797,1,0,1,0,1,0,0,1,1,0,0,1,China,23,male
697936,1,1,1,1,1,1,1,1,1,0,1,1,Canada,60,male
625229,1,1,0,0,0,1,0,0,1,0,0,0,USA,34,male
555378,1,1,1,1,1,1,1,1,1,0,1,0,India,70,female
580801,0,0,0,0,0,0,0,0,1,1,0,1,Germany,59,male
235887,0,0,0,0,0,0,0,0,1,0,0,0,China,43,female
162864,1,1,1,1,0,1,1,1,1,1,1,0,India,52,female
682181,0,1,0,1,1,1,1,1,1,1,0,0,Australia,42,female
802440,0,1,1,0,1,0,0,1,1,1,1,0,Canada,41,female
780698,1,1,1,1,1,1,1,1,1,1,0,1,China,50,female
374664,1,0,0,1,1,1,1,0,1,1,1,0,Germany,26,male
255611,0,1,0,0,0,0,0,1,1,1,1,1,France,46,female
205760,1,0,0,0,0,0,0,0,1,1,0,0,France,53,female
780100,0,1,0,0,0,0,0,0,1,0,0,1,Japan,36,female
772952,0,0,0,1,0,0,1,1,1,1,0,0,Brazil,45,female
386891,0,0,0,0,0,0,0,0,1,1,0,0,France,44,male
770879,1,1,1,1,1,1,1,1,1,0,0,0,Canada,54,male
679718,1,1,1,1,1,1,1,1,1,1,0,1,Germany,47,female
908111,1,1,1,1,1,1,1,1,1,1,1,0,USA,29,female
892575,1,1,1,1,1,1,0,0,1,0,0,0,UK,42,female
830537,1,1,1,1,1,1,1,1,1,0,1,1,UK,60,female
298414,1,0,0,1,1,1,1,1,1,1,0,0,Australia,22,male
137455,0,0,1,1,1,1,0,1,1,0,0,1,China,60,male
525210,0,0,0,0,0,0,0,0,1,0,0,1,USA,32,male
938187,0,0,0,0,0,0,0,0,1,1,0,0,Australia,38,male
328449,0,0,0,0,0,0,0,1,1,0,1,0,Germany,53,male
581849,1,1,1,1,1,0,1,1,1,0,0,1,Brazil,33,female
350949,0,0,0,0,0,0,0,0,1,0,1,1,UK,63,male
329974,1,1,1,1,1,1,0,1,1,1,1,0,Brazil,74,male
600286,0,1,1,1,1,1,0,1,1,1,1,0,France,46,female
114578,0,0,0,1,0,0,0,0,1,1,0,1,India,67,female
242568,1,1,1,1,1,1,1,1,1,0,0,0,France,39,female
965854,1,1,1,1,0,1,1,1,1,1,0,1,Australia,24,female
552437,0,0,0,0,0,0,1,0,1,0,1,0,Brazil,72,male
103220,1,1,0,1,0,1,1,1,1,0,1,0,France,36,male
693126,1,1,1,1,1,1,1,1,1,0,1,0,India,19,female
183406,1,1,1,1,1,1,1,1,1,1,1,1,Japan,50,male
347034,0,0,0,0,0,0,0,0,1,1,0,0,UK,18,female
217880,1,1,1,1,1,1,1,1,1,1,0,1,France,48,male
998694,1,1,1,1,1,1,1,1,1,0,0,0,Brazil,44,male
453215,1,1,1,1,1,1,1,1,1,0,1,1,India,68,female
448224,0,0,0,0,0,0,1,0,1,0,1,1,Japan,58,male
698807,1,1,0,1,1,1,1,1,1,0,1,1,Germany,50,female
314156,0,1,1,0,0,0,0,1,1,1,1,0,Japan,38,female
875285,1,1,1,0,0,1,1,0,1,1,0,0,Japan,27,male
471132,0,0,0,0,0,0,0,0,1,1,1,0,Canada,54,male
616946,0,0,1,0,0,0,0,0,1,1,0,0,India,71,female
737045,1,1,1,0,1,0,0,1,1,0,0,0,Australia,67,female
463532,1,1,1,1,1,1,1,1,1,1,1,1,UK,57,male
527251,0,0,1,1,1,0,1,0,1,1,1,0,Brazil,51,male
121291,1,1,1,1,1,1,1,1,1,1,1,0,UK,21,female
602374,0,1,0,0,0,0,0,0,1,1,0,0,China,41,male
240372,1,1,1,0,0,0,0,1,1,0,0,0,China,19,female
686085,0,0,0,0,0,0,1,0,1,0,0,1,UK,62,male
829949,1,1,1,1,1,1,1,1,1,1,1,1,Canada,40,male
762214,0,1,1,0,1,1,1,1,1,1,0,0,Canada,19,female
962826,1,1,1,0,1,1,1,1,1,1,0,0,China,64,female
151721,0,0,0,0,0,0,0,0,1,1,0,0,Brazil,70,male
691350,1,0,1,1,1,1,1,1,1,0,1,0,USA,42,female
979389,0,1,1,1,1,0,0,1,1,1,0,1,Brazil,70,female
345353,0,1,1,1,1,1,1,1,1,0,1,1,Japan,53,female
580976,0,0,0,0,0,0,0,0,1,1,1,0,Brazil,73,female
453075,1,1,1,0,1,0,1,0,1,1,1,0,Germany,41,male
202161,0,0,0,1,0,1,1,0,1,0,1,0,UK,46,male
852797,0,0,1,1,1,0,0,0,1,0,0,1,Brazil,63,male
782779,1,1,1,1,0,1,1,0,1,1,1,0,India,38,female
517528,0,0,0,0,1,0,0,0,1,1,0,1,France,62,male
500167,0,0,1,1,0,0,0,0,1,1,1,1,Canada,40,female
954141,0,0,1,0,0,0,0,0,1,0,1,0,France,21,male
821959,0,0,0,0,0,0,0,0,1,1,1,0,France,27,male
892964,0,0,0,1,0,0,0,0,1,1,0,1,India,23,female
978739,0,1,0,0,1,1,1,1,1,1,0,0,India,52,male
754725,1,1,1,1,1,1,1,1,1,0,1,1,Canada,32,male
411580,0,1,1,1,1,1,1,1,1,1,1,0,UK,45,male
378372,0,0,0,1,0,0,1,1,1,0,0,0,Germany,34,female
278422,0,0,0,0,0,0,0,0,1,0,1,1,Germany,28,female
525796,0,0,0,0,0,0,0,0,1,1,0,1,India,58,female
918656,1,0,1,1,0,0,1,0,1,0,1,1,Japan,63,female
791402,1,1,1,1,1,1,1,1,1,0,1,0,Germany,59,female
729506,0,0,0,1,0,0,1,1,1,1,0,1,Germany,56,female
400828,0,0,1,1,1,1,1,1,1,1,1,0,Germany,72,male
226328,1,0,0,0,0,0,0,1,1,0,1,0,Japan,41,female
